given address,elys address,commitment,acount_type,bank
cosmos19pvsewe67ca4lh9q6zc5450d70xp24tdqladdm,elys19pvsewe67ca4lh9q6zc5450d70xp24tdqly2qe,17.61,,0
cosmos1tn0vvdyd8k20mxhadt7vysmwkanm72hqscd247,elys1tn0vvdyd8k20mxhadt7vysmwkanm72hqsc5dcu,17.61,,0
cosmos163xl09zr8dk7wpgtkf4pjh2j3fqt26dxsr4778,elys163xl09zr8dk7wpgtkf4pjh2j3fqt26dxsrven9,17.61,,0
cosmos1z68325y0kt3zv4z76py80gpztqn5nk63gu2p2h,elys1z68325y0kt3zv4z76py80gpztqn5nk63gunx84,17.61,,0
cosmos1r220j6fnn9zk7ykw7wx80mpx3d8qxqxk9u8dea,elys1r220j6fnn9zk7ykw7wx80mpx3d8qxqxk9u725l,17.61,,0
cosmos154k0qhyxshhh8a5fex583ynpxsn3c5myuzteu6,elys154k0qhyxshhh8a5fex583ynpxsn3c5myuzj73c,17.61,,0
cosmos1crvu02xugnkrt5p6x07tyjad8t5vljqgs8ve6w,elys1crvu02xugnkrt5p6x07tyjad8t5vljqgs847hv,17.61,,0
cosmos1z5e5uzjemkf0elz97tksjqtfl4k9wj58yy0hn3,elys1z5e5uzjemkf0elz97tksjqtfl4k9wj58yyks7n,17.61,,0
cosmos1js4zq9xlwkq3ptqfyzj0gmgrrefe9adru2tzys,elys1js4zq9xlwkq3ptqfyzj0gmgrrefe9adru2j9fj,17.61,,0
cosmos1pp9m5ua99k4l2zjrdmm6pm4k35wc54709eqdwp,elys1pp9m5ua99k4l2zjrdmm6pm4k35wc54709ee2rr,17.61,,0
cosmos1l9v5qw4v8cpdldx5yc22uka38uaf3rd8xg7epz,elys1l9v5qw4v8cpdldx5yc22uka38uaf3rd8xg87vq,17.61,,0
cosmos1s5a45wvw0gkll07hzzmenfscd48ff8z93d5n7n,elys1s5a45wvw0gkll07hzzmenfscd48ff8z93dd5n3,17.61,,0
cosmos1268f0nhpk9wgea3uf34dkzdlkpsevnj6nvkcm6,elys1268f0nhpk9wgea3uf34dkzdlkpsevnj6nv0lkc,17.61,,0
cosmos1n4998ezffesvewrrzu45n8t4url0r4lt6sq0ud,elys1n4998ezffesvewrrzu45n8t4url0r4lt6seg30,17.61,,0
cosmos1xjlrk5u2k3kr7zf9hgj9l6gnlzr4c2f34ygrem,elys1xjlrk5u2k3kr7zf9hgj9l6gnlzr4c2f34y3y5e,17.61,,0
cosmos18nh7aq4qxga76nqscd44p46lkealxz6rzq7xhs,elys18nh7aq4qxga76nqscd44p46lkealxz6rzq8p6j,17.61,,0
cosmos1a8qjylxw8359ajlsxlr3aezrgx4u32xujg66x3,elys1a8qjylxw8359ajlsxlr3aezrgx4u32xujgratn,17.61,,0
cosmos19d0yrwejwt5j85mm5qars8vpzp7n75tn04ytyf,elys19d0yrwejwt5j85mm5qars8vpzp7n75tn04avft,17.61,,0
cosmos1kal49er78r5urp2jha7qe6wwcqxjazddzd7dgv,elys1kal49er78r5urp2jha7qe6wwcqxjazddzd829w,17.61,,0
cosmos1pz6cs9zv6wpd7jwgccfmwq6ynvxjrq0ej4uhu5,elys1pz6cs9zv6wpd7jwgccfmwq6ynvxjrq0ej49s3k,17.61,,0
cosmos1g2gsrg3ehpkyg0p08lwzxh6f3hh2l4allp9wvs,elys1g2gsrg3ehpkyg0p08lwzxh6f3hh2l4allpufpj,17.61,,0
cosmos1qrz4r258r82du4sj7auy5ek0sur2zv83vndvr6,elys1qrz4r258r82du4sj7auy5ek0sur2zv83vn5twc,17.61,,0
cosmos1sayulp5hgndnngkxjed3thf7hh2m3px7sacnf7,elys1sayulp5hgndnngkxjed3thf7hh2m3px7sap5yu,17.61,,0
cosmos1dmt3s70m5yvll58yjx463uthlde52ayr47s3sr,elys1dmt3s70m5yvll58yjx463uthlde52ayr47fkap,17.61,,0
cosmos12q2jt9af3a9pkg3yd2797dx9yucfp6u909x5al,elys12q2jt9af3a9pkg3yd2797dx9yucfp6u909lnsa,17.61,,0
cosmos160k8cx8k9ewqurvg2h9rjjh3vfcpqm7fyh0zt0,elys160k8cx8k9ewqurvg2h9rjjh3vfcpqm7fyhk9xd,17.61,,0
cosmos1jsfv3tg0kdxccp0p4e60ryeuldxflc8at2z4ek,elys1jsfv3tg0kdxccp0p4e60ryeuldxflc8at2mj55,17.61,,0
cosmos1lxauvp06dgmg48cg57zmu9wj7u02fwpjrau6qw,elys1lxauvp06dgmg48cg57zmu9wj7u02fwpjra9adv,17.61,,0
cosmos13u2h7m5gqqenhgqdn5j9ee06zzdfmpmxg0588z,elys13u2h7m5gqqenhgqdn5j9ee06zzdfmpmxg0dq2q,17.61,,0
